geo_point_2d;geo_shape;ambulancer;bikeage_gr;bike_age;bike_dir;bike_injur;bike_pos;bike_race;bike_sex;city;county;crashalcoh;crashday;crash_grp;crash_loc;crash_mont;crash_time;crash_type;crash_year;crsh_sevri;developmen;drvrage_gr;drvr_age;drvr_alc_d;drvr_estsp;drvr_injur;drvr_race;drvr_sex;drvr_vehty;excsspdind;hit_run;light_cond;locality;num_lanes;num_units;rd_charact;rd_class;rd_conditi;rd_config;rd_defects;rd_feature;rd_surface;rural_urba;speed_limi;traff_cntr;weather;workzone_i
"35.9118110932; -79.0620377441";"{""type"": ""Point"", ""coordinates"": [-79.0620377440722, 35.911811093180816]}";Yes;20-24;21;Facing Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Thursday;Motorist Failed to Yield - Midblock;Non-Intersection;October;23:50;Motorist Drive Out - Commercial Driveway / Alley;2010;B: Evident Injury;Commercial;20-24;23;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);4 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;No Control Present;Clear;No
"35.9093130923; -79.0581827432";"{""type"": ""Point"", ""coordinates"": [-79.05818274320009, 35.90931309234802]}";No;30-39;32;Facing Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;Hispanic;Male;Chapel Hill;Orange;No;Tuesday;Motorist Failed to Yield - Sign-Controlled Intersection;Intersection;June;15:29;Motorist Drive Out - Sign-Controlled Intersection;2008;B: Evident Injury;Residential;20-24;21;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;20 - 25  MPH;Stop Sign;Clear;No
"35.9352790982; -79.0560177439";"{""type"": ""Point"", ""coordinates"": [-79.05601774388467, 35.93527909823596]}";Yes;60-69;63;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Chapel Hill;Orange;No;Monday;Motorist Failed to Yield - Signalized Intersection;Intersection;July;13:56;Motorist Drive Out - Right Turn on Red;2008;C: Possible Injury;Residential;60-69;62;No;0-5 mph;O: No Injury;Black;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Related To Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
"35.9090970918; -79.0778687486";"{""type"": ""Point"", ""coordinates"": [-79.07786874862747, 35.90909709177174]}";No;30-39;36;With Traffic;B: Evident Injury;Unknown;White;Male;Carrboro;Orange;No;Tuesday;Motorist Overtaking Bicyclist;Intersection;April;17:37;Motorist Overtaking - Bicyclist Swerved;2008;B: Evident Injury;Residential;50-59;50;No;31-35 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.964087104; -79.0582027456";"{""type"": ""Point"", ""coordinates"": [-79.05820274558646, 35.964087104028906]}";Yes;40-49;48;Facing Traffic;C: Possible Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Chapel Hill;Orange;No;Friday;Bicyclist Failed to Yield - Signalized Intersection;Intersection;April;16:02;Bicyclist Ride Out - Signalized  Intersection;2011;C: Possible Injury;Commercial;40-49;43;No;0-5 mph;O: No Injury;White;Female;Van;No;No;Daylight;Urban (>70% Developed);5 lanes;2.0;Straight - Level;NC Route;Wet;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Rain;No
"35.9302300002; -79.0243000001";"{""type"": ""Point"", ""coordinates"": [-79.02430000007742, 35.93023000018545]}";No;70+;0;With Traffic;O: No Injury;Sidewalk / Crosswalk / Driveway Crossing;White;Male;Chapel Hill;Orange;No;Tuesday;Motorist Left Turn / Merge;Intersection;April;16:15;Motorist Left Turn - Same Direction;2013;O: No Injury;Commercial;70+;70+;No;6-10 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Level;US Route;Dry;Two-Way, Divided, Unprotected Median;None;Four-Way Intersection;Smooth Asphalt;Urban;40 - 45  MPH;Stop And Go Signal;Clear;No
"36.0334311216; -78.973302724";"{""type"": ""Point"", ""coordinates"": [-78.97330272402468, 36.033431121567084]}";Yes;30-39;33;With Traffic;B: Evident Injury;Travel Lane;Hispanic;Male;Durham;Durham;No;Tuesday;Bicyclist Left Turn / Merge;Non-Intersection;July;15:18;Bicyclist Left Turn - Same Direction;2008;B: Evident Injury;Commercial;50-59;58;No;31-35 mph;O: No Injury;White;Male;Pickup;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9145870936; -79.0658027459";"{""type"": ""Point"", ""coordinates"": [-79.06580274589346, 35.91458709362954]}";Yes;6-10;8;With Traffic;B: Evident Injury;Travel Lane;Black;Male;Chapel Hill;Orange;No;Saturday;Bicyclist Failed to Yield - Sign-Controlled Intersection;Intersection;November;15:55;Bicyclist Ride Through - Sign-Controlled Intersection;2011;B: Evident Injury;Residential;40-49;46;No;Unknown;O: No Injury;Black;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;20 - 25  MPH;Stop Sign;Clear;No
"35.9292570976; -79.0341727362";"{""type"": ""Point"", ""coordinates"": [-79.03417273620155, 35.92925709758748]}";Yes;16-19;18;With Traffic;B: Evident Injury;Unknown;White;Male;Chapel Hill;Orange;No;Saturday;Bicyclist Failed to Yield - Signalized Intersection;Intersection;September;14:17;Bicyclist Ride Out - Signalized  Intersection;2007;B: Evident Injury;Commercial;60-69;68;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);9 or more lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
"36.0328271194; -79.0383027434";"{""type"": ""Point"", ""coordinates"": [-79.03830274340153, 36.032827119354735]}";Yes;20-24;22;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;Monday;Motorist Failed to Yield - Sign-Controlled Intersection;Intersection;December;16:00;Motorist Drive Out - Sign-Controlled Intersection;2012;B: Evident Injury;Farms, Woods, Pastures;40-49;40;No;21-25 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Rural (<30% Developed);2 lanes;2.0;Straight - Grade;State Secondary Route;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Rural;40 - 45  MPH;Stop Sign;Clear;No
"35.8915970884; -79.0644427439";"{""type"": ""Point"", ""coordinates"": [-79.06444274385063, 35.89159708844774]}";No;40-49;43;With Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Monday;Motorist Right Turn / Merge;Intersection;February;13:27;Motorist Right Turn - Same Direction;2008;B: Evident Injury;Residential;0-19;19;No;26-30 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Curve - Grade;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop Sign;Clear;No
"35.9132570933; -79.0557277422";"{""type"": ""Point"", ""coordinates"": [-79.05572774221879, 35.913257093267134]}";No;20-24;21;With Traffic;B: Evident Injury;Travel Lane;White;Female;Chapel Hill;Orange;No;Monday;Bicyclist Overtaking Motorist;Intersection;August;14:46;Bicyclist Overtaking - Passing on Right;2008;B: Evident Injury;Commercial;50-59;54;No;Unknown;O: No Injury;White;Male;Sport Utility;No;No;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;20 - 25  MPH;Stop And Go Signal;Clear;No
"35.921863093; -79.1078627587";"{""type"": ""Point"", ""coordinates"": [-79.10786275871824, 35.92186309303961]}";No;60-69;64;With Traffic;C: Possible Injury;Bike Lane / Paved Shoulder;White;Male;None - Rural Crash;Orange;No;Tuesday;Loss of Control / Turning Error;Non-Intersection;June;9:13;Motorist Lost Control - Other / Unknown;2009;C: Possible Injury;Farms, Woods, Pastures;Unknown;Unknown;No;36-40 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Daylight;Rural (<30% Developed);2 lanes;2.0;Straight - Level;NC Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No
"35.9055440906; -79.0874227514";"{""type"": ""Point"", ""coordinates"": [-79.08742275142457, 35.905544090551444]}";No;25-29;29;With Traffic;O: No Injury;Travel Lane;White;Male;Carrboro;Orange;No;Tuesday;Motorist Failed to Yield - Sign-Controlled Intersection;Intersection;November;18:07;Motorist Drive Out - Sign-Controlled Intersection;2009;O: No Injury;Commercial;20-24;22;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Dusk;Urban (>70% Developed);6 lanes;2.0;Straight - Grade;Local Street;Dry;Two-Way, Divided, Positive Median Barrier;None;On or Off Ramp;Smooth Asphalt;Urban;30 - 35  MPH;Stop Sign;Clear;No
"35.908867092; -79.0593027431";"{""type"": ""Point"", ""coordinates"": [-79.05930274311167, 35.90886709204745]}";Yes;20-24;23;With Traffic;B: Evident Injury;Bike Lane / Paved Shoulder;White;Female;Chapel Hill;Orange;No;Sunday;Motorist Right Turn / Merge;Intersection;October;20:06;Motorist Right Turn - Same Direction;2011;B: Evident Injury;Residential;20-24;21;No;0-5 mph;O: No Injury;White;Female;Passenger Car;No;No;Dark - Lighted Roadway;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;T-Intersection;Smooth Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9152570935; -79.0568027425";"{""type"": ""Point"", ""coordinates"": [-79.05680274245861, 35.9152570935416]}";Yes;30-39;38;With Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Thursday;Loss of Control / Turning Error;Intersection;October;17:39;Bicyclist Lost Control - Other / Unknown;2011;B: Evident Injury;Commercial;70+;70+;No;0-5 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);5 lanes;2.0;Curve - Hillcrest;Local Street;Dry;Two-Way, Divided, Unprotected Median;None;Other;Smooth Asphalt;Urban;20 - 25  MPH;Stop Sign;Clear;No
"36.0329571184; -79.0568427493";"{""type"": ""Point"", ""coordinates"": [-79.0568427492543, 36.032957118433295]}";Yes;25-29;25;With Traffic;B: Evident Injury;Travel Lane;White;Male;None - Rural Crash;Orange;No;Saturday;Motorist Left Turn / Merge;Non-Intersection;June;19:01;Motorist Left Turn - Opposite Direction;2007;B: Evident Injury;Farms, Woods, Pastures;Unknown;Unknown;No;11-15 mph;Unknown Injury;Unknown/Missing;Unknown;Pickup;No;Yes;Daylight;Rural (<30% Developed);2 lanes;2.0;Curve - Hillcrest;State Secondary Route;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Rural;40 - 45  MPH;Double Yellow Line, No Passing Zone;Clear;No
"35.9119940927; -79.0589527435";"{""type"": ""Point"", ""coordinates"": [-79.05895274351566, 35.9119940926545]}";No;50-59;53;With Traffic;C: Possible Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Wednesday;Bicyclist Overtaking Motorist;Non-Intersection;September;17:39;Bicyclist Overtaking - Extended Door;2010;C: Possible Injury;Commercial;40-49;42;No;Unknown;O: No Injury;White;Female;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;20 - 25  MPH;Double Yellow Line, No Passing Zone;Cloudy;No
"35.910713092; -79.0694927463";"{""type"": ""Point"", ""coordinates"": [-79.06949274629599, 35.91071309202721]}";No;25-29;29;With Traffic;O: No Injury;Unknown;White;Male;Carrboro;Orange;No;Tuesday;Motorist Right Turn / Merge;Intersection;April;15:09;Motorist Right Turn - Same Direction;2007;O: No Injury;Commercial;20-24;22;No;31-35 mph;O: No Injury;Black;Male;Unknown;No;Yes;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;No Special Feature;Coarse Asphalt;Urban;20 - 25  MPH;No Control Present;Clear;No
"35.9131870936; -79.0588027428";"{""type"": ""Point"", ""coordinates"": [-79.05880274283945, 35.913187093579936]}";Yes;40-49;48;With Traffic;Unknown Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Wednesday;Motorist Right Turn / Merge;Intersection;February;17:22;Motorist Right Turn - Same Direction;2011;O: No Injury;Commercial;25-29;28;No;0-5 mph;O: No Injury;White;Male;Van;No;No;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Smooth Asphalt;Urban;20 - 25  MPH;Stop And Go Signal;Clear;No
"35.903717092; -79.0464027384";"{""type"": ""Point"", ""coordinates"": [-79.04640273836073, 35.903717091954775]}";Yes;16-19;18;With Traffic;B: Evident Injury;Travel Lane;White;Male;Chapel Hill;Orange;No;Sunday;Motorist Left Turn / Merge;Intersection;January;16:41;Motorist Left Turn - Opposite Direction;2012;B: Evident Injury;Institutional;40-49;45;No;6-10 mph;O: No Injury;White;Male;Passenger Car;No;No;Daylight;Urban (>70% Developed);4 lanes;2.0;Straight - Level;Local Street;Dry;Two-Way, Not Divided;None;Four-Way Intersection;Coarse Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
"35.9755471097; -78.9738027211";"{""type"": ""Point"", ""coordinates"": [-78.97380272109501, 35.975547109747644]}";Yes;16-19;16;With Traffic;C: Possible Injury;Travel Lane;White;Male;Durham;Durham;No;Saturday;Motorist Overtaking Bicyclist;Non-Intersection;June;12:09;Motorist Overtaking - Other / Unknown;2012;C: Possible Injury;Residential;Unknown;Unknown;Missing;0-5 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown Heavy Truck;No;Yes;Daylight;Urban (>70% Developed);2 lanes;2.0;Straight - Level;Local Street;Dry;One-Way, Not Divided;None;No Special Feature;Smooth Asphalt;Urban;30 - 35  MPH;No Control Present;Clear;No
"35.9050570902; -79.0883027513";"{""type"": ""Point"", ""coordinates"": [-79.08830275129662, 35.90505709021945]}";Yes;20-24;24;With Traffic;B: Evident Injury;Travel Lane;White;Female;Carrboro;Orange;No;Monday;Parallel Paths - Other Circumstances;Non-Intersection;December;17:13;Motorist Turn / Merge - Other / Unknown;2012;B: Evident Injury;Commercial;Unknown;Unknown;Missing;6-10 mph;Unknown Injury;Unknown/Missing;Unknown;Unknown;No;Yes;Dusk;Urban (>70% Developed);4 lanes;2.0;Straight - Bottom;Local Street;Dry;Two-Way, Divided, Positive Median Barrier;None;Four-Way Intersection;Smooth Asphalt;Urban;30 - 35  MPH;Stop And Go Signal;Clear;No
